VR203128,29.530,379601,NENHUM,FALSE,ENTREGUE,BBT TRANSPORTES LTDA,CLIENTE,N,PAGO,NÃO TEM,,31/03/2026,1032448,DOUGLAS,08/04/2026,09:00,,,,,,,,,,,,,,,,,,,,,
VR203129,29.530,379602,NENHUM,FALSE,ENTREGUE,BBT TRANSPORTES LTDA,CLIENTE,N,PAGO,NÃO TEM,,31/03/2026,1032446,DOUGLAS,08/04/2026,09:00,,,,,,,,,,,,,,,,,,,,,
TR027844,13.180,372760,NENHUM,FALSE,ENTREGUE,BBT TRANSPORTES LTDA - 1.192 KM,CLIENTE,NÃO,PAGO,NÃO TEM,,09/10/2025,704017,DOUGLAS,31/10/2025,16:00,,,,,,,,,,,,,,,,,,,,,
TR027858,13.180,372761,NENHUM,FALSE,ENTREGUE,BBT TRANSPORTES LTDA - 1.202 KM,CLIENTE,NÃO,PAGO,NÃO TEM,,09/10/2025,704018,DOUGLAS,31/10/2025,16:00,,,,,,,,,,,,,,,,,,,,,
SR042483,EXPRESS,365628,NENHUM,FALSE,ENTREGUE,BEK HAUS COMERCIO DE FERRAGENS LTDA - EPP,CLIENTE,NÃO,PAGO,NÃO TEM,"JRV, TIRAR BAU E COLOCAR DA JRV - 10/10",03/10/2025,1003096,JORGE,17/12/2025,16:00,,,,,,,,,,,,,,,,,,,,,
TR003236,27.260,366427,NENHUM,FALSE,ENTREGUE,BOMSUCESSO TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,23/06/2025,984519,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
TR200644,28.480,364214,NENHUM,FALSE,ENTREGUE,BOMSUCESSO TRANSPORTES LTDA,CLIENTE,NÃO,PAGO,TEM,MELT - EXPOSIÇÃO,25/7/2025,990589,GUSTAVO,,,,,,,,,,,,,,,,,,,,,,,
SR040188,26.260,358439,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOV. - CHICOTE CORTADO,CLIENTE,OK,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365151,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
SR033328,18.260,358968,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,358906,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR033932,9.180,358826,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,361667,"TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR035177,9.180,358827,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,361502,"TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR039660,18.260,361514,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,TFL9I42,,DOUGLAS,11/04/2025,ENTREGUE P/ LERCIO,,,361188,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
SR040250,26.260,358438,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,TFW7I29,22/04/2025,973296,GUSTAVO,21/05/2025,16:00,,EXTERNO,363383,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR041147,18.260,362590,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,TFA4F32,,GUSTAVO,11/04/2025,ENTREGUE P/ ROBSON,,,362593,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR041167,18.260,362591,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,TFK2F22,,GUSTAVO,11/04/2025,ENTREGUE P/ MAGAIVER,,,362594,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR041169,18.260,363106,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,TGG9B52,27/03/2025,,GUSTAVO,25/04/2025,14:00,,,363115,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR041340,9.180,358829,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,359265,"TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
TR001175,18.260,364631,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,22/04/2025,973301,GUSTAVO,20/05/2025,14:00,,,364692,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
TR001494,26.260,365105,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365107,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR001610,26.260,365102,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365113,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR001904,18.210,365546,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365551,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
TR001933,26.260,365691,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365831,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR002020,18.210,366032,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,366107,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR002047,26.260,365802,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365803,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR002103,26.260,365689,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365825,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR002108,26.260,365624,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365664,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR002318,26.260,365687,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365824,"TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORRENTE E CADEADO",,,,,,,,,,,,,,,,,
TR002331,26.260,365248,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365256,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR003838,26.260,365324,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365325,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR004059,26.260,365109,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365110,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR005521,11.180,366023,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,"366.135,00","TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORRENTE E CADEADO",,,,,,,,,,,,,,,,,
TR005526,26.260,365322,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365323,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR005824,11.180,366034,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,"366.138,00","TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORRENTE E CADEADO",,,,,,,,,,,,,,,,,
TR006735,11.180,366358,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,"366.361,00","TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORRENTE E CADEADO",,,,,,,,,,,,,,,,,
TR006874,18.210,363105,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,TGA9E92,27/03/2025,,GUSTAVO,25/04/2025,14:00,,,363114,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR006922,11.180,366024,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,"366.137,00","TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORRENTE E CADEADO",,,,,,,,,,,,,,,,,
TR008460,26.260,365797,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,365801,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORTINA, GANCHO DE REDE E CORRENTE E CADEADO (ESTEPE)",,,,,,,,,,,,,,,,,
TR008928,11.180,365805,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,"365.804,00","TAPETE AZUL, INSUFILME, MANGUEIRA DE SOPRAR, CORRENTE E CADEADO",,,,,,,,,,,,,,,,,
TR012373,18.260,364705,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,364713,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
TR012633,18.260,364984,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,,,,,364983,"TANQUE DE COMBUSTIVEL, TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR041476,9.180,358830,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,,,GUSTAVO,01/08/2025,09:00,,,,,,,,,,,,,,,,,,,,,
SR031474,9.180,369082,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,17/7/2025,989146,GUSTAVO,SEGUNDO JOHNATHAN FORAM ENTREGUES,,,,,"TAPETE AZUL, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
TR017381,26.260,368863,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,23/06/2025,692525,GUSTAVO,,,,,368868,"TAPETES, CHINIL BANCO E PAINEL, MANGUEIRA DE SOPRAR, INSUFILME E CALHA DE CHUVA",,,,,,,,,,,,,,,,,
TR017381,26.260,368863,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,OK,PAGO,NÃO TEM,,23/06/2025,692525,GUSTAVO,22/09/2025,14:00,,,368868,"TAPETES, CHINIL BANCO E PAINEL, MANGUEIRA DE SOPRAR, INSUFILME E CALHA DE CHUVA",,,,,,,,,,,,,,,,,
TR017614,26.260,370548,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,OS.,PAGO,NÃO TEM,SASCAR,10/09/2025,998.871,GUSTAVO,24/10/2025,16:00,,CORTESIA,370546,"TAPETES, CHINIL BANCO E PAINEL, MANGUEIRA DE SOPRAR, INSUFILME E CALHA DE CHUVA",,,,,,,,,,,,,,,,,
TR014929,26.260,381982,NENHUM,FALSE,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,N,PAGO,NÃO TEM,SEMI NOVO,13/05/2026,1039128,GUSTAVO,26/05/2026,johnathan,,,,,,,,,,,,,,,,,,,,,
VR007805,26.260,BRANCO GEADA,31/03/26,,ENTREGUE,BONO TRANSPORTES RODOVIARIO E DISTRIBUICAO LTDA,CLIENTE,,,08/06/2026,1043613,GUSTAVO,PAGO,NÃO,382831,REALIZADA,,Carta DVM AT 010-26 - Ação de Campo - Substituição do elemento do filtro de ar do motor - Constellation - 1 Item(s),,,,,,,,,,,,,,,,,,,
SR036972,18.260,363399,NENHUM,FALSE,ENTREGUE,BOTAFORA ENTULHO LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,28/02/2025,,RUI,28/04/2025,08:00,,,,,,,,,,,,,,,,,,,,,
TR009526,27.260,368597,NENHUM,FALSE,ENTREGUE,BRASIL CENTRAL GUINDASTES LTDA,CLIENTE,OK,PAGO,NÃO TEM,,29/7/2025,991160,GUILHERME,14/08/2025,16:00,,"R$ 2.000,00",368558,"Chinil bancos e painel, tapete premium, som, insulfime , mangueira de soprar",,,,,,,,,,,,,,,,,
SR041860,9.180 OD,367229,NENHUM,FALSE,ENTREGUE,BRITANIA - FUNDO MUNICIPAL DE SAUDE,CLIENTE,N,PAGO,NÃO TEM,,27/01/2026,1021413,WALERIA,06/02/2026,09:00,,,,,,,,,,,,,,,,,,,,,
TR202996,29.530,375007,NENHUM,FALSE,ENTREGUE,BRUNO HENRIQUE STABILLE BIZINOTTO,CLIENTE,OK,PAGO,NÃO TEM,,18/12/2025,1015705,PAULO,07/01/2026,09:00,,"R$ 17.000,00",374952,"CHINIL, TAPETE VINIL, INSUFILME, DEFLETOR CEGONHEIRO E PARAMETRIZAÇÃO - 2 RODAS BETTER - P/ COLOCAR NA DIANTEIRA R$ 1.790,00 CADA - 374955",,,,,,,,,,,,,,,,,
VR014161,EXPRESS,,,,ENTREGUE,BUENO EVENTOS LOCACOES E SERVICOS LTDA,CLIENTE,,,18/05/2026,1040112,CRISTIANO,PAGO,,382194,NÃO TEM,,,,,,,,,,,,,,,,,,,,,
VR000615,18.260,381983,NENHUM,FALSE,ENTREGUE,BUENOS LEITE COMERCIO E TRANSPORTE LTDA - FALTOU CHINIL BANCO,CLIENTE,P,PAGO,NÃO TEM,,19/05/2026,1040307,CARLOS,26/05/25,09:00,,"R$ 2.000,00",381944,"VINIL, CHINIL, SOM, INSUFILME E MANGUEIRA DE SOPRAR",,,,,,,,,,,,,,,,,
SR035875,EXPRESS,369959,NENHUM,FALSE,ENTREGUE,CAMARA MELO MOVEIS LTDA ,CLIENTE,OK,PAGO,NÃO TEM,,29/08/2025,996964,RUI,02/08/2025,16:00,,CORTESIA,369943,INFUSILME E JOGO DE TAPETE,,,,,,,,,,,,,,,,,
SR006657,11.180,347304,NENHUM,FALSE,ENTREGUE,CAMATH ALIMENTOS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,09/04/2025,971596,PAULO,30/04/2025,16:00,,,,,,,,,,,,,,,,,,,,,
TR028734,26.260,373538,NENHUM,FALSE,ENTREGUE,CARDOSO E SOUSA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,10/11/2025,1009536,JORGE,17/11/2025,09:00,,,,,,,,,,,,,,,,,,,,,
SR032820,15210 OD,365122,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,22/05/2025,978984,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR031065,15210 OD,,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,22/05/2025,978982,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR033490,15210 OD,,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,26/05/2025,979625,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR033502,15210 OD,,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,26/05/2025,979627,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR034898,15210 OD,,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,TEM,,28/5/2025,980257,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR031627,15.210 OD,366629,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,23/06/2025,984585,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR032860,15.210 OD,366630,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,REALIZADA,,23/06/2025,984590,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
TR014439,30.320,366834,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,,24/06/2025,692586,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
TR200185,29.530,366777,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,TEM,,24/06/2025,692592,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
TR200052,29.530,366836,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,TEM,,24/06/2025,692593,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR035867,15.210 OD,369283,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,MASCARELLO,06/08/2025,992839,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR031641,15.210 OD,369284,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,TEM,,11/08/2025,993481,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR035311,15.210 OD,369285,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,TEM,,15/08/2025,994331,MARIANA,,,,,,,,,,,,,,,,,,,,,,,
SR031148,15.210 OD,369286,NENHUM,FALSE,ENTREGUE,CARGILL BIOENERGIA LTDA,CLIENTE,NÃO,PAGO,TEM,,,,MARIANA,ENTREGUE DIRETO NO CLIENTE,,,,,,,,,,,,,,,,,,,,,,
TR031764,11.180,379901,,FALSE,ENTREGUE,CASA DO PADEIRO LTDA ,CLIENTE,P,PAGO,NÃO TEM,,31/03/2026,1032303,DOUGLAS,10/04/2026,16:00,,"R$ 3.000,00",379721,"TAPETES, MANGUEIRA DE SOPRAR, INSUFILME E 1 ACS169 1 ACS160",,,,,,,,,,,,,,,,,
SR028397,19.380,362753,NENHUM,FALSE,ENTREGUE,CASA DO VIDRO COMERCIAL DE VIDROS LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,SHOWROOM,27/5/2025,979881,ENEIAS,28/05/2025,14:00,,,,,,,,,,,,,,,,,,,,,
TR004637,26.260,372366,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA,CLIENTE,NÃO,PAGO,NÃO TEM,JRV,11/04/2025,684737,RUI,23/10/2025,09:00,,,,,,,,,,,,,,,,,,,,,
VR000273,17.210,376642,PIPA  - JRV,TRUE,ENTREGUE,CEL ENGENHARIA LTDA,CLIENTE,N,PAGO,NÃO TEM,,,,GUSTAVO,12/02/2026,08:00,,,,,,,,,,,,,,,,,,,,,
VR007059,17.210,379945,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA ,CLIENTE,N,PAGO,NÃO TEM,,05/03/2026,719002,RUI,16/04/2026,13:30,,,,,,,,,,,,,,,,,,,,,
VR007048,17.210,380214,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA ,CLIENTE,N,PAGO,NÃO TEM,,05/03/2026,719001,RUI,20/04/2026,13:30,,,,,,,,,,,,,,,,,,,,,
VR007148,17.210,380215,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA ,CLIENTE,N,PAGO,NÃO TEM,,05/03/2026,719003,RUI,20/04/2026,13:30,,,,,,,,,,,,,,,,,,,,,
VR006740,17.210,380213,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA ,CLIENTE,N,PAGO,NÃO TEM,,05/03/2026,719000,RUI,07/05/2026,13:30,,,,,,,,,,,,,,,,,,,,,
TR004640,26.260,368356,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA - PARAMETRIZAÇAO OK,CLIENTE,NÃO,PAGO,NÃO TEM,JRV - 18/08,11/04/2025,684738,RUI,,,,,,,,,,,,,,,,,,,,,,,
TR018710,18.210,368773,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA OK,CLIENTE,OK,PAGO,NÃO TEM,21/08 - 09:00 HORAS,24/07/2025,695936,RUI,21/08/2025,09:00,,EVERTON,368939,GEOMETRIA,,,,,,,,,,,,,,,,,
TR018748,18.210,368774,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA OK,CLIENTE,OK,PAGO,NÃO TEM,21/08 - 09:00 HORAS,24/07/2025,695934,RUI,21/08/2025,09:00,,EVERTON,368941,GEOMETRIA,,,,,,,,,,,,,,,,,
TR020655,18.210,368776,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA OK,CLIENTE,OK,PAGO,NÃO TEM,21/08 - 09:00 HORAS,24/07/2025,695933,RUI,21/08/2025,09:00,,EVERTON,368942,GEOMETRIA,,,,,,,,,,,,,,,,,
TR020880,17.210,369157,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA OK,CLIENTE,OK,PAGO,NÃO TEM,21/08 - 09:00 HORAS,24/07/2025,695931,RUI,21/08/2025,09:00,,,,,,,,,,,,,,,,,,,,,
TR018402,18.210,369156,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA OK,CLIENTE,OK,PAGO,NÃO TEM,,24/07/2025,695935,RUI,21/08/2025,09:00,,,,,,,,,,,,,,,,,,,,,
SR033340,11.180,355558,NENHUM,FALSE,ENTREGUE,CEL ENGENHARIA LTDA - GEOMETRIA OK,CLIENTE,NÃO,PAGO,NÃO TEM,,21/10/2024,,RUI,29/08/2025,10:30,,,,,,,,,,,,,,,,,,,,,
TR202799,29.530,376911,NENHUM,FALSE,ENTREGUE,CENTER LUZZ LTDA - ITUMBIARA,CLIENTE,A,PAGO,NÃO TEM,,26/02/2026,1026879,MARIANA,,,,CORTESIA,377807,DEFLETOR TETO ALTO,,,,,,,,,,,,,,,,,
